FMTNAME,START,END,LABEL,MIN,MAX,DEFAULT,LENGTH,FUZZ,PREFIX,MULT,FILL,NOEDIT,TYPE,SEXCL,EEXCL,HLO,DECSEP,DIG3SEP,DATATYPE,LANGUAGE
I0V22Y16RC,I25799,I25799,88,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I2601,I2601,85,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I2602,I2602,85,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I2609,I2609,85,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I2690,I2690,107,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I2692,I2692,107,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I2699,I2699,107,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I270,I270,85,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I271,I271,85,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I272,I272,85,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I2781,I2781,85,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I2782,I2782,107,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I2789,I2789,85,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I279,I279,85,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I280,I280,85,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I281,I281,85,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I288,I288,85,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I289,I289,85,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I420,I420,85,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I421,I421,85,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I422,I422,85,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I423,I423,85,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I424,I424,85,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I425,I425,85,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I426,I426,85,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I427,I427,85,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I428,I428,85,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I429,I429,85,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I43,I43,85,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I442,I442,96,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I462,I462,84,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I468,I468,84,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I469,I469,84,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I470,I470,96,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I471,I471,96,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I472,I472,96,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I479,I479,96,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I480,I480,96,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I481,I481,96,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I482,I482,96,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I483,I483,96,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I484,I484,96,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I4891,I4891,96,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I4892,I4892,96,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I4901,I4901,84,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I4902,I4902,84,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I492,I492,96,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I495,I495,96,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I501,I501,85,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I5020,I5020,85,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I5021,I5021,85,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I5022,I5022,85,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I5023,I5023,85,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I5030,I5030,85,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I5031,I5031,85,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I5032,I5032,85,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I5033,I5033,85,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I5040,I5040,85,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I5041,I5041,85,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I5042,I5042,85,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I5043,I5043,85,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I509,I509,85,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I511,I511,86,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I512,I512,86,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I514,I514,85,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I515,I515,85,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I6000,I6000,99,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I6001,I6001,99,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I6002,I6002,99,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I6010,I6010,99,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I6011,I6011,99,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I6012,I6012,99,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I6020,I6020,99,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I6021,I6021,99,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I6022,I6022,99,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I6030,I6030,99,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I6031,I6031,99,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I6032,I6032,99,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I604,I604,99,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I6050,I6050,99,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I6051,I6051,99,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I6052,I6052,99,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I606,I606,99,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I607,I607,99,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I608,I608,99,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I609,I609,99,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I610,I610,99,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I611,I611,99,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I612,I612,99,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I613,I613,99,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I614,I614,99,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I615,I615,99,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I616,I616,99,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I618,I618,99,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I619,I619,99,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I6200,I6200,99,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I6201,I6201,99,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I6202,I6202,99,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I6203,I6203,99,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I621,I621,99,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I629,I629,99,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I6300,I6300,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63011,I63011,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63012,I63012,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63019,I63019,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I6302,I6302,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63031,I63031,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63032,I63032,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63039,I63039,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I6309,I6309,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I6310,I6310,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63111,I63111,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63112,I63112,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63119,I63119,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I6312,I6312,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63131,I63131,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63132,I63132,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63139,I63139,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I6319,I6319,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I6320,I6320,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63211,I63211,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63212,I63212,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63219,I63219,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I6322,I6322,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63231,I63231,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63232,I63232,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63239,I63239,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I6329,I6329,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I6330,I6330,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63311,I63311,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63312,I63312,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63319,I63319,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63321,I63321,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63322,I63322,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63329,I63329,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63331,I63331,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63332,I63332,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63339,I63339,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63341,I63341,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63342,I63342,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63349,I63349,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I6339,I6339,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I6340,I6340,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63411,I63411,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63412,I63412,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63419,I63419,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63421,I63421,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63422,I63422,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63429,I63429,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63431,I63431,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63432,I63432,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63439,I63439,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63441,I63441,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63442,I63442,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63449,I63449,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I6349,I6349,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I6350,I6350,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63511,I63511,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63512,I63512,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63519,I63519,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63521,I63521,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63522,I63522,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63529,I63529,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63531,I63531,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63532,I63532,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63539,I63539,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63541,I63541,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63542,I63542,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I63549,I63549,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I6359,I6359,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I636,I636,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I638,I638,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I639,I639,100,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I670,I670,107,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69031,I69031,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69032,I69032,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69033,I69033,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69034,I69034,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69039,I69039,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69041,I69041,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69042,I69042,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69043,I69043,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69044,I69044,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69049,I69049,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69051,I69051,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69052,I69052,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69053,I69053,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69054,I69054,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69059,I69059,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69061,I69061,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69062,I69062,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69063,I69063,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69064,I69064,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69065,I69065,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69069,I69069,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69131,I69131,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69132,I69132,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69133,I69133,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69134,I69134,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69139,I69139,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69141,I69141,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69142,I69142,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69143,I69143,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69144,I69144,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69149,I69149,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69151,I69151,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69152,I69152,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69153,I69153,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69154,I69154,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69159,I69159,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69161,I69161,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69162,I69162,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69163,I69163,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69164,I69164,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69165,I69165,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69169,I69169,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69231,I69231,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69232,I69232,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69233,I69233,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69234,I69234,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69239,I69239,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69241,I69241,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69242,I69242,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69243,I69243,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69244,I69244,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69249,I69249,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69251,I69251,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69252,I69252,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69253,I69253,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69254,I69254,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69259,I69259,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69261,I69261,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69262,I69262,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69263,I69263,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69264,I69264,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69265,I69265,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69269,I69269,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69331,I69331,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69332,I69332,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69333,I69333,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69334,I69334,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69339,I69339,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69341,I69341,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69342,I69342,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69343,I69343,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69344,I69344,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69349,I69349,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69351,I69351,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69352,I69352,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69353,I69353,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69354,I69354,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69359,I69359,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69361,I69361,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69362,I69362,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69363,I69363,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69364,I69364,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69365,I69365,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69369,I69369,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69831,I69831,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69832,I69832,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69833,I69833,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69834,I69834,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69839,I69839,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69841,I69841,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69842,I69842,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69843,I69843,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69844,I69844,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69849,I69849,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69851,I69851,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69852,I69852,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69853,I69853,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69854,I69854,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69859,I69859,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69861,I69861,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69862,I69862,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69863,I69863,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69864,I69864,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69865,I69865,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69869,I69869,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69931,I69931,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69932,I69932,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69933,I69933,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69934,I69934,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69939,I69939,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69941,I69941,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69942,I69942,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69943,I69943,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69944,I69944,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69949,I69949,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69951,I69951,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69952,I69952,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69953,I69953,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69954,I69954,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69959,I69959,103,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69961,I69961,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69962,I69962,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69963,I69963,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,I69964,I69964,104,1,40,4,4,0,,0,,0,C,N,N,,,,,
