FMTNAME,START,END,LABEL,MIN,MAX,DEFAULT,LENGTH,FUZZ,PREFIX,MULT,FILL,NOEDIT,TYPE,SEXCL,EEXCL,HLO,DECSEP,DIG3SEP,DATATYPE,LANGUAGE
I0V22Y16RC,S32511B,S32511B,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S32512A,S32512A,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S32512B,S32512B,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S32519A,S32519A,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S32519B,S32519B,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S32591A,S32591A,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S32591B,S32591B,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S32592A,S32592A,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S32592B,S32592B,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S32599A,S32599A,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S32599B,S32599B,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S32601A,S32601A,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S32601B,S32601B,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S32602A,S32602A,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S32602B,S32602B,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S32609A,S32609A,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S32609B,S32609B,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S32611A,S32611A,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S32611B,S32611B,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S32612A,S32612A,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S32612B,S32612B,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S32613A,S32613A,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S32613B,S32613B,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S32614A,S32614A,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S32614B,S32614B,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S32615A,S32615A,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S32615B,S32615B,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S32616A,S32616A,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S32616B,S32616B,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S32691A,S32691A,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S32691B,S32691B,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S32692A,S32692A,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S32692B,S32692B,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S32699A,S32699A,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S32699B,S32699B,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S32810A,S32810A,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S32810B,S32810B,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S32811A,S32811A,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S32811B,S32811B,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S3282XA,S3282XA,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S3282XB,S3282XB,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S3289XA,S3289XA,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S3289XB,S3289XB,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S329XXA,S329XXA,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S329XXB,S329XXB,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S3401XA,S3401XA,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S3401XD,S3401XD,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S3401XS,S3401XS,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S3402XA,S3402XA,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S3402XD,S3402XD,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S3402XS,S3402XS,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34101A,S34101A,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34101D,S34101D,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34101S,S34101S,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34102A,S34102A,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34102D,S34102D,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34102S,S34102S,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34103A,S34103A,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34103D,S34103D,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34103S,S34103S,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34104A,S34104A,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34104D,S34104D,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34104S,S34104S,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34105A,S34105A,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34105D,S34105D,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34105S,S34105S,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34109A,S34109A,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34109D,S34109D,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34109S,S34109S,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34111A,S34111A,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34111D,S34111D,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34111S,S34111S,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34112A,S34112A,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34112D,S34112D,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34112S,S34112S,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34113A,S34113A,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34113D,S34113D,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34113S,S34113S,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34114A,S34114A,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34114D,S34114D,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34114S,S34114S,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34115A,S34115A,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34115D,S34115D,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34115S,S34115S,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34119A,S34119A,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34119D,S34119D,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34119S,S34119S,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34121A,S34121A,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34121D,S34121D,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34121S,S34121S,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34122A,S34122A,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34122D,S34122D,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34122S,S34122S,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34123A,S34123A,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34123D,S34123D,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34123S,S34123S,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34124A,S34124A,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34124D,S34124D,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34124S,S34124S,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34125A,S34125A,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34125D,S34125D,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34125S,S34125S,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34129A,S34129A,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34129D,S34129D,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34129S,S34129S,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34131A,S34131A,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34131D,S34131D,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34131S,S34131S,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34132A,S34132A,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34132D,S34132D,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34132S,S34132S,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34139A,S34139A,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34139D,S34139D,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S34139S,S34139S,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S343XXA,S343XXA,72,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S48011A,S48011A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S48011S,S48011S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S48012A,S48012A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S48012S,S48012S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S48019A,S48019A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S48019S,S48019S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S48021A,S48021A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S48021S,S48021S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S48022A,S48022A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S48022S,S48022S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S48029A,S48029A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S48029S,S48029S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S48111A,S48111A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S48111S,S48111S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S48112A,S48112A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S48112S,S48112S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S48119A,S48119A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S48119S,S48119S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S48121A,S48121A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S48121S,S48121S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S48122A,S48122A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S48122S,S48122S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S48129A,S48129A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S48129S,S48129S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S48911A,S48911A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S48911S,S48911S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S48912A,S48912A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S48912S,S48912S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S48919A,S48919A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S48919S,S48919S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S48921A,S48921A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S48921S,S48921S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S48922A,S48922A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S48922S,S48922S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S48929A,S48929A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S48929S,S48929S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S58011A,S58011A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S58011S,S58011S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S58012A,S58012A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S58012S,S58012S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S58019A,S58019A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S58019S,S58019S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S58021A,S58021A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S58021S,S58021S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S58022A,S58022A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S58022S,S58022S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S58029A,S58029A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S58029S,S58029S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S58111A,S58111A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S58111S,S58111S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S58112A,S58112A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S58112S,S58112S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S58119A,S58119A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S58119S,S58119S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S58121A,S58121A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S58121S,S58121S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S58122A,S58122A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S58122S,S58122S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S58129A,S58129A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S58129S,S58129S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S58911A,S58911A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S58911S,S58911S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S58912A,S58912A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S58912S,S58912S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S58919A,S58919A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S58919S,S58919S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S58921A,S58921A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S58921S,S58921S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S58922A,S58922A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S58922S,S58922S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S58929A,S58929A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S58929S,S58929S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68011S,S68011S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68012S,S68012S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68019S,S68019S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68021S,S68021S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68022S,S68022S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68029S,S68029S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68110S,S68110S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68111S,S68111S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68112S,S68112S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68113S,S68113S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68114S,S68114S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68115S,S68115S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68116S,S68116S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68117S,S68117S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68118S,S68118S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68119S,S68119S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68120S,S68120S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68121S,S68121S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68122S,S68122S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68123S,S68123S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68124S,S68124S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68125S,S68125S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68126S,S68126S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68127S,S68127S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68128S,S68128S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68129S,S68129S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68411A,S68411A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68411S,S68411S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68412A,S68412A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68412S,S68412S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68419A,S68419A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68419S,S68419S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68421A,S68421A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68421S,S68421S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68422A,S68422A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68422S,S68422S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68429A,S68429A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68429S,S68429S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68511S,S68511S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68512S,S68512S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68519S,S68519S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68521S,S68521S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68522S,S68522S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68529S,S68529S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68610S,S68610S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68611S,S68611S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68612S,S68612S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68613S,S68613S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68614S,S68614S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68615S,S68615S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68616S,S68616S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68617S,S68617S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68618S,S68618S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68619S,S68619S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68620S,S68620S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68621S,S68621S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68622S,S68622S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68623S,S68623S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68624S,S68624S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68625S,S68625S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68626S,S68626S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68627S,S68627S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68628S,S68628S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68629S,S68629S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68711A,S68711A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68711S,S68711S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68712A,S68712A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68712S,S68712S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68719A,S68719A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68719S,S68719S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68721A,S68721A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68721S,S68721S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68722A,S68722A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68722S,S68722S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68729A,S68729A,173,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S68729S,S68729S,189,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S72001A,S72001A,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S72001B,S72001B,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S72001C,S72001C,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S72002A,S72002A,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S72002B,S72002B,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S72002C,S72002C,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S72009A,S72009A,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S72009B,S72009B,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S72009C,S72009C,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S72011A,S72011A,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S72011B,S72011B,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S72011C,S72011C,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S72012A,S72012A,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S72012B,S72012B,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S72012C,S72012C,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S72019A,S72019A,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S72019B,S72019B,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S72019C,S72019C,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
I0V22Y16RC,S72021A,S72021A,170,1,40,4,4,0,,0,,0,C,N,N,,,,,
